Year,City,Sport,Discipline,Athlete,Country Code,Country,Gender,Event,Medal
1988,Calgary,Skiing,Cross Country Skiing,"SMIRNOV, Vladimir",URS,Soviet Union,Men,30KM Mass Start,Silver
1988,Calgary,Skiing,Cross Country Skiing,"BENC, Pavel",TCH,Czechoslovakia,Men,4X10KM Relay,Bronze
1988,Calgary,Skiing,Cross Country Skiing,"KORUNKA, Vaclav",TCH,Czechoslovakia,Men,4X10KM Relay,Bronze
1988,Calgary,Skiing,Cross Country Skiing,"NYC, Radim",TCH,Czechoslovakia,Men,4X10KM Relay,Bronze
1988,Calgary,Skiing,Cross Country Skiing,"SVANDA, Ladislav",TCH,Czechoslovakia,Men,4X10KM Relay,Bronze
1988,Calgary,Skiing,Cross Country Skiing,"MOGREN, Torgny",SWE,Sweden,Men,4X10KM Relay,Gold
1988,Calgary,Skiing,Cross Country Skiing,"OTTOSSON, Jan",SWE,Sweden,Men,4X10KM Relay,Gold
1988,Calgary,Skiing,Cross Country Skiing,"SVAN, Gunde Anders",SWE,Sweden,Men,4X10KM Relay,Gold
1988,Calgary,Skiing,Cross Country Skiing,"WASSBERG, Thomas",SWE,Sweden,Men,4X10KM Relay,Gold
1988,Calgary,Skiing,Cross Country Skiing,"DEVYATYAROV, Mikhail",URS,Soviet Union,Men,4X10KM Relay,Silver
1988,Calgary,Skiing,Cross Country Skiing,"PROKOUROROV, Alexei",URS,Soviet Union,Men,4X10KM Relay,Silver
1988,Calgary,Skiing,Cross Country Skiing,"SAKHNOV, Vladimir",URS,Soviet Union,Men,4X10KM Relay,Silver
1988,Calgary,Skiing,Cross Country Skiing,"SMIRNOV, Vladimir",URS,Soviet Union,Men,4X10KM Relay,Silver
1988,Calgary,Skiing,Cross Country Skiing,"KIRVESNIEMI, Marja-Liisa",FIN,Finland,Women,4X5KM Relay,Bronze
1988,Calgary,Skiing,Cross Country Skiing,"MÄÄTTÄ, Pirkko",FIN,Finland,Women,4X5KM Relay,Bronze
1988,Calgary,Skiing,Cross Country Skiing,"MATIKAINEN, Marjo",FIN,Finland,Women,4X5KM Relay,Bronze
1988,Calgary,Skiing,Cross Country Skiing,"SAVOLAINEN, Jaana",FIN,Finland,Women,4X5KM Relay,Bronze
1988,Calgary,Skiing,Cross Country Skiing,"GAVRILJUK, Nina",URS,Soviet Union,Women,4X5KM Relay,Gold
1988,Calgary,Skiing,Cross Country Skiing,"NAGEIKINA, Svetlana",URS,Soviet Union,Women,4X5KM Relay,Gold
1988,Calgary,Skiing,Cross Country Skiing,"REZTSOVA, Anfisa",URS,Soviet Union,Women,4X5KM Relay,Gold
1988,Calgary,Skiing,Cross Country Skiing,"TIKHONOVA, Tamara",URS,Soviet Union,Women,4X5KM Relay,Gold
1988,Calgary,Skiing,Cross Country Skiing,"DAHLMO, Marianne",NOR,Norway,Women,4X5KM Relay,Silver
1988,Calgary,Skiing,Cross Country Skiing,"DYBENDAHL HARTZ, Trude",NOR,Norway,Women,4X5KM Relay,Silver
1988,Calgary,Skiing,Cross Country Skiing,"JAHREN, Anne",NOR,Norway,Women,4X5KM Relay,Silver
1988,Calgary,Skiing,Cross Country Skiing,"MIKKELSPLASS, Marit",NOR,Norway,Women,4X5KM Relay,Silver
1988,Calgary,Skiing,Cross Country Skiing,"GRÜNENFELDER, Andi",SUI,Switzerland,Men,50KM,Bronze
1988,Calgary,Skiing,Cross Country Skiing,"SVAN, Gunde Anders",SWE,Sweden,Men,50KM,Gold
1988,Calgary,Skiing,Cross Country Skiing,"DE ZOLT, Maurilio",ITA,Italy,Men,50KM,Silver
1988,Calgary,Skiing,Cross Country Skiing,"VENCIENE, Vida",URS,Soviet Union,Women,5KM,Bronze
1988,Calgary,Skiing,Cross Country Skiing,"MATIKAINEN, Marjo",FIN,Finland,Women,5KM,Gold
1988,Calgary,Skiing,Cross Country Skiing,"TIKHONOVA, Tamara",URS,Soviet Union,Women,5KM,Silver
1988,Calgary,Skiing,Nordic Combined,"LEVANDI, Allar",URS,Soviet Union,Men,Individual,Bronze
1988,Calgary,Skiing,Nordic Combined,"KEMPF, Hippolyt",SUI,Switzerland,Men,Individual,Gold
1988,Calgary,Skiing,Nordic Combined,"SULZENBACHER, Klaus",AUT,Austria,Men,Individual,Silver
1988,Calgary,Skiing,Nordic Combined,"ASCHENWALD, Hansjörg",AUT,Austria,Men,Team,Bronze
1988,Calgary,Skiing,Nordic Combined,"CSAR, Günther",AUT,Austria,Men,Team,Bronze
1988,Calgary,Skiing,Nordic Combined,"SULZENBACHER, Klaus",AUT,Austria,Men,Team,Bronze
1988,Calgary,Skiing,Nordic Combined,"MÜLLER, Thomas",FRG,West Germany,Men,Team,Gold
1988,Calgary,Skiing,Nordic Combined,"POHL, Hans-Peter",FRG,West Germany,Men,Team,Gold
1988,Calgary,Skiing,Nordic Combined,"SCHWARZ, Hubert",FRG,West Germany,Men,Team,Gold
1988,Calgary,Skiing,Nordic Combined,"GLANZMANN, Fredy",SUI,Switzerland,Men,Team,Silver
1988,Calgary,Skiing,Nordic Combined,"KEMPF, Hippolyt",SUI,Switzerland,Men,Team,Silver
1988,Calgary,Skiing,Nordic Combined,"SCHAAD, Andreas",SUI,Switzerland,Men,Team,Silver
1988,Calgary,Skiing,Ski Jumping,"DEBELAK, Matjaz",YUG,Yugoslavia,Men,K120 Individual (90M),Bronze
1988,Calgary,Skiing,Ski Jumping,"NYKANEN, Matti",FIN,Finland,Men,K120 Individual (90M),Gold
1988,Calgary,Skiing,Ski Jumping,"JOHNSEN, Erik",NOR,Norway,Men,K120 Individual (90M),Silver
1988,Calgary,Skiing,Ski Jumping,"EIDHAMMER, Ole C.",NOR,Norway,Men,K120 Team (90M),Bronze
1988,Calgary,Skiing,Ski Jumping,"FIDJESTÖL, Ole Gunnar",NOR,Norway,Men,K120 Team (90M),Bronze
1988,Calgary,Skiing,Ski Jumping,"JOHNSEN, Erik",NOR,Norway,Men,K120 Team (90M),Bronze
1988,Calgary,Skiing,Ski Jumping,"KJÖRUM, Jon",NOR,Norway,Men,K120 Team (90M),Bronze
1988,Calgary,Skiing,Ski Jumping,"NIKKOLA, Ari-Pekka",FIN,Finland,Men,K120 Team (90M),Gold
1988,Calgary,Skiing,Ski Jumping,"NYKANEN, Matti",FIN,Finland,Men,K120 Team (90M),Gold
1988,Calgary,Skiing,Ski Jumping,"PUIKKONEN, Jari",FIN,Finland,Men,K120 Team (90M),Gold
1988,Calgary,Skiing,Ski Jumping,"YLLIPULLI, Tuomo",FIN,Finland,Men,K120 Team (90M),Gold
1988,Calgary,Skiing,Ski Jumping,"DEBELAK, Matjaz",YUG,Yugoslavia,Men,K120 Team (90M),Silver
1988,Calgary,Skiing,Ski Jumping,"TEPES, Miran",YUG,Yugoslavia,Men,K120 Team (90M),Silver
1988,Calgary,Skiing,Ski Jumping,"ULAGA, Primoz",YUG,Yugoslavia,Men,K120 Team (90M),Silver
1988,Calgary,Skiing,Ski Jumping,"ZUPAN, Matjaz",YUG,Yugoslavia,Men,K120 Team (90M),Silver
1988,Calgary,Skiing,Ski Jumping,"MALEC, Jiri",TCH,Czechoslovakia,Men,K90 Individual (70M),Bronze
1988,Calgary,Skiing,Ski Jumping,"NYKANEN, Matti",FIN,Finland,Men,K90 Individual (70M),Gold
1988,Calgary,Skiing,Ski Jumping,"PLOC, Pavel",TCH,Czechoslovakia,Men,K90 Individual (70M),Silver
1992,Albertville,Biathlon,Biathlon,"ELORANTA, Harri",FIN,Finland,Men,10KM,Bronze
1992,Albertville,Biathlon,Biathlon,"KIRCHNER, Mark",GER,Germany,Men,10KM,Gold
1992,Albertville,Biathlon,Biathlon,"GROSS, Ricco",GER,Germany,Men,10KM,Silver
1992,Albertville,Biathlon,Biathlon,"BEDARD, Myriam",CAN,Canada,Women,15KM,Bronze
1992,Albertville,Biathlon,Biathlon,"HARVEY, Antje",GER,Germany,Women,15KM,Gold
1992,Albertville,Biathlon,Biathlon,"PECHERSKAYA, Svetlana",EUN,Unified Team,Women,15KM,Silver
1992,Albertville,Biathlon,Biathlon,"LÖFGREN, Mikael",SWE,Sweden,Men,20KM,Bronze
1992,Albertville,Biathlon,Biathlon,"REDKIN, Yevgeny",EUN,Unified Team,Men,20KM,Gold
1992,Albertville,Biathlon,Biathlon,"KIRCHNER, Mark",GER,Germany,Men,20KM,Silver
1992,Albertville,Biathlon,Biathlon,"BELOVA, Yelena",EUN,Unified Team,Women,4X7.5KM Relay,Bronze
1992,Albertville,Biathlon,Biathlon,"MELNIKOVA, Elena",EUN,Unified Team,Women,4X7.5KM Relay,Bronze
1992,Albertville,Biathlon,Biathlon,"REZTSOVA, Anfisa",EUN,Unified Team,Women,4X7.5KM Relay,Bronze
1992,Albertville,Biathlon,Biathlon,"BRIAND BOUTHIAUX, Anne",FRA,France,Women,4X7.5KM Relay,Gold
1992,Albertville,Biathlon,Biathlon,"CLAUDEL, Véronique",FRA,France,Women,4X7.5KM Relay,Gold
1992,Albertville,Biathlon,Biathlon,"NIOGRET, Corinne",FRA,France,Women,4X7.5KM Relay,Gold
1992,Albertville,Biathlon,Biathlon,"DISL, Uschi",GER,Germany,Women,4X7.5KM Relay,Silver
1992,Albertville,Biathlon,Biathlon,"HARVEY, Antje",GER,Germany,Women,4X7.5KM Relay,Silver
1992,Albertville,Biathlon,Biathlon,"SCHAAF, Petra",GER,Germany,Women,4X7.5KM Relay,Silver
1992,Albertville,Biathlon,Biathlon,"ANDERSSON, Leif",SWE,Sweden,Men,4X7.5KM Relay,Bronze
1992,Albertville,Biathlon,Biathlon,"JOHANSSON, Ulf",SWE,Sweden,Men,4X7.5KM Relay,Bronze
1992,Albertville,Biathlon,Biathlon,"LÖFGREN, Mikael",SWE,Sweden,Men,4X7.5KM Relay,Bronze
1992,Albertville,Biathlon,Biathlon,"WIKSTEN, Tord",SWE,Sweden,Men,4X7.5KM Relay,Bronze
1992,Albertville,Biathlon,Biathlon,"FISCHER, Fritz",GER,Germany,Men,4X7.5KM Relay,Gold
1992,Albertville,Biathlon,Biathlon,"GROSS, Ricco",GER,Germany,Men,4X7.5KM Relay,Gold
1992,Albertville,Biathlon,Biathlon,"KIRCHNER, Mark",GER,Germany,Men,4X7.5KM Relay,Gold
1992,Albertville,Biathlon,Biathlon,"STEINIGEN, Jens",GER,Germany,Men,4X7.5KM Relay,Gold
1992,Albertville,Biathlon,Biathlon,"KIRIENKO, Valeri",EUN,Unified Team,Men,4X7.5KM Relay,Silver
1992,Albertville,Biathlon,Biathlon,"MEDVEDTSEV, Valery",EUN,Unified Team,Men,4X7.5KM Relay,Silver
1992,Albertville,Biathlon,Biathlon,"POPOV, Aleksandr",EUN,Unified Team,Men,4X7.5KM Relay,Silver
1992,Albertville,Biathlon,Biathlon,"TCHEPIKOV, Sergei",EUN,Unified Team,Men,4X7.5KM Relay,Silver
1992,Albertville,Biathlon,Biathlon,"BELOVA, Yelena",EUN,Unified Team,Women,7.5KM,Bronze
1992,Albertville,Biathlon,Biathlon,"REZTSOVA, Anfisa",EUN,Unified Team,Women,7.5KM,Gold
1992,Albertville,Biathlon,Biathlon,"HARVEY, Antje",GER,Germany,Women,7.5KM,Silver
1992,Albertville,Bobsleigh,Bobsleigh,"ACKLIN, Donat",SUI,Switzerland,Men,Four-Man,Bronze
1992,Albertville,Bobsleigh,Bobsleigh,"MORELL, Curdin",SUI,Switzerland,Men,Four-Man,Bronze
1992,Albertville,Bobsleigh,Bobsleigh,"SCHINDELHOLZ, Lorenz",SUI,Switzerland,Men,Four-Man,Bronze
1992,Albertville,Bobsleigh,Bobsleigh,"WEDER, Gustav",SUI,Switzerland,Men,Four-Man,Bronze
1992,Albertville,Bobsleigh,Bobsleigh,"APPELT, Ingo",AUT,Austria,Men,Four-Man,Gold
1992,Albertville,Bobsleigh,Bobsleigh,"HAIDACHER, Gerhard",AUT,Austria,Men,Four-Man,Gold
1992,Albertville,Bobsleigh,Bobsleigh,"SCHROLL, Thomas",AUT,Austria,Men,Four-Man,Gold
1992,Albertville,Bobsleigh,Bobsleigh,"WINKLER, Harald",AUT,Austria,Men,Four-Man,Gold
1992,Albertville,Bobsleigh,Bobsleigh,"HANNEMANN, Rene",GER,Germany,Men,Four-Man,Silver
1992,Albertville,Bobsleigh,Bobsleigh,"HOPPE, Wolfgang",GER,Germany,Men,Four-Man,Silver
1992,Albertville,Bobsleigh,Bobsleigh,"KÜHN, Axel",GER,Germany,Men,Four-Man,Silver
1992,Albertville,Bobsleigh,Bobsleigh,"MUSIOL, Bogdan",GER,Germany,Men,Four-Man,Silver
1992,Albertville,Bobsleigh,Bobsleigh,"EGER, Günther",GER,Germany,Men,Two-Man,Bronze
1992,Albertville,Bobsleigh,Bobsleigh,"LANGEN, Christoph",GER,Germany,Men,Two-Man,Bronze
1992,Albertville,Bobsleigh,Bobsleigh,"ACKLIN, Donat",SUI,Switzerland,Men,Two-Man,Gold
1992,Albertville,Bobsleigh,Bobsleigh,"WEDER, Gustav",SUI,Switzerland,Men,Two-Man,Gold
1992,Albertville,Bobsleigh,Bobsleigh,"LOCHNER, Rudolf",GER,Germany,Men,Two-Man,Silver
1992,Albertville,Bobsleigh,Bobsleigh,"ZIMMERMANN, Markus",GER,Germany,Men,Two-Man,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"AUGUSTA, Patrick",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"BRIZA, Petr",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"DRAGAN, Jaromir",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"GUDAS, Leo",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"HORAVA, Miloslav",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"HRBEK, Petr",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"JANECKY, Otakar",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"JELINEK, Thomas",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"KADLEC, Drahomir",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"KASTAK, Kamil",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"LANG, Robert",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"LIBA, Igor",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"LUBINA, Ladislav",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"PROCHAZKA, Frantisek",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"ROSOL, Petr",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"SCERBAN, Bedrich",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"SLEGR, Jiri",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"SMEHLIK, Richard",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"SVEHLA, Robert",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"SVOBODA, Oldrich",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"TOUPAL, Radek",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"VESELOVSKY, Peter",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"ZEMLICKA, Richard",TCH,Czechoslovakia,Men,Ice Hockey,Bronze
1992,Albertville,Ice Hockey,Ice Hockey,"BAOUTINE, Sergei",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"BOLDINE, Igor",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"BORSTCHEVSKI, Nicolai",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"BUTSAIEV, Viacheslav",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"BYKOV, Viacheslav",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"DAVIDOV, Evgeni",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"JITNIK, Aleksei",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"KASPARAITIS, Darius",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"KHABIBULIN, Nikolai",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"KMILEV, Yuri",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"KOMUTOV, Andrei",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"KOVALENKO, Andrei",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"KOVALEV, Alexei",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"KRAVCHUK, Igor",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"MALAKOV, Vladimir",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"MIRONOV, Dmitri",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"PETRENKO, Sergei",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"PROKOROV, Vitali",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"SHTALENKOV, Mikhail",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"TREFILOV, Andrei",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"YUCHKEVICH, Dmitri",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"ZHAMNOV, Alexey",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"ZUBOV, Sergei",EUN,Unified Team,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,"ARCHIBALD, David",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"BROST, Todd",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"BURKE, Sean",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"DAHL, Kevin",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"GILES, Curtis",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"HANNAN, David",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"HYNES, Gordon",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"JOSEPH, Fabian",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"JUNEAU, Joe",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"KIDD, Trevor",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"LEBEAU, Patrick",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"LINDBERG, Chris",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"LINDROS, Eric",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"MANDERVILLE, Kent",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"PLAVSIC, Adrian",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"RATUSHNY, Dan",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"SCHLEGEL, Bradley",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"SCHREIBER, Wallace",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"SMITH, Randy",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"ST.LAURENT, Sam",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"TIPPETT, David",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"TUTT, Brian",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,"WOOLLEY, Jason",CAN,Canada,Men,Ice Hockey,Silver
1992,Albertville,Luge,Luge,"HUBER, Norbert",ITA,Italy,Men,Doubles,Bronze
1992,Albertville,Luge,Luge,"RAFFL, Hansjörg",ITA,Italy,Men,Doubles,Bronze
1992,Albertville,Luge,Luge,"BEHRENDT, Jan",GER,Germany,Men,Doubles,Gold
1992,Albertville,Luge,Luge,"KRAUSSE, Stefan",GER,Germany,Men,Doubles,Gold
1992,Albertville,Luge,Luge,"MANKEL, Yves",GER,Germany,Men,Doubles,Silver
1992,Albertville,Luge,Luge,"RUDOLPH, Thomas",GER,Germany,Men,Doubles,Silver
1992,Albertville,Luge,Luge,"SCHMIDT, Markus",AUT,Austria,Men,Singles,Bronze
1992,Albertville,Luge,Luge,"HACKL, Georg",GER,Germany,Men,Singles,Gold
1992,Albertville,Luge,Luge,"PROCK, Markus",AUT,Austria,Men,Singles,Silver
1992,Albertville,Luge,Luge,"ERDMANN, Susi-Lisa",GER,Germany,Women,Singles,Bronze
1992,Albertville,Luge,Luge,"NEUNER, Doris",AUT,Austria,Women,Singles,Gold
1992,Albertville,Luge,Luge,"NEUNER, Angelika",AUT,Austria,Women,Singles,Silver
1992,Albertville,Skating,Figure skating,"USOVA, Maya",EUN,Unified Team,Women,Ice Dancing,Bronze
1992,Albertville,Skating,Figure skating,"ZHULIN, Aleksandr",EUN,Unified Team,Men,Ice Dancing,Bronze
1992,Albertville,Skating,Figure skating,"KLIMOVA, Marina",EUN,Unified Team,Women,Ice Dancing,Gold
1992,Albertville,Skating,Figure skating,"PONOMARENKO, Sergey",EUN,Unified Team,Men,Ice Dancing,Gold
1992,Albertville,Skating,Figure skating,"DUCHESNAY, Paul",FRA,France,Men,Ice Dancing,Silver
1992,Albertville,Skating,Figure skating,"DUCHESNAY-DEAN, Isabelle",FRA,France,Women,Ice Dancing,Silver
1992,Albertville,Skating,Figure skating,"BARNA, Petr",TCH,Czechoslovakia,Men,Individual,Bronze
1992,Albertville,Skating,Figure skating,"PETRENKO, Viktor",EUN,Unified Team,Men,Individual,Gold
1992,Albertville,Skating,Figure skating,"WYLIE, Paul",USA,United States,Men,Individual,Silver
1992,Albertville,Skating,Figure skating,"KERRIGAN, Nancy",USA,United States,Women,Individual,Bronze
1992,Albertville,Skating,Figure skating,"YAMAGUCHI, Kristi",USA,United States,Women,Individual,Gold
1992,Albertville,Skating,Figure skating,"ITO, Midori",JPN,Japan,Women,Individual,Silver
1992,Albertville,Skating,Figure skating,"BRASSEUR, Isabelle",CAN,Canada,Women,Pairs,Bronze
1992,Albertville,Skating,Figure skating,"EISLER, Lloyd",CAN,Canada,Men,Pairs,Bronze
1992,Albertville,Skating,Figure skating,"DMITRIYEV, Artur",EUN,Unified Team,Men,Pairs,Gold
1992,Albertville,Skating,Figure skating,"MISHKUTYONOK, Natalya",EUN,Unified Team,Women,Pairs,Gold
1992,Albertville,Skating,Figure skating,"BECHKE, Yelena",EUN,Unified Team,Women,Pairs,Silver
1992,Albertville,Skating,Figure skating,"PETROV, Denis",EUN,Unified Team,Men,Pairs,Silver
1992,Albertville,Skating,Short Track Speed Skating,"LEE, Jun-Ho",KOR,"Korea, South",Men,1000M,Bronze
1992,Albertville,Skating,Short Track Speed Skating,"KIM, Ki-Hoon",KOR,"Korea, South",Men,1000M,Gold
1992,Albertville,Skating,Short Track Speed Skating,"BLACKBURN, Frédéric",CAN,Canada,Men,1000M,Silver
1992,Albertville,Skating,Short Track Speed Skating,"ALAGULOVA, Yulia",EUN,Unified Team,Women,3000M Relay,Bronze
1992,Albertville,Skating,Short Track Speed Skating,"ISSAKOVA, Natalia",EUN,Unified Team,Women,3000M Relay,Bronze
1992,Albertville,Skating,Short Track Speed Skating,"TROITSKAYA, Viktoria",EUN,Unified Team,Women,3000M Relay,Bronze
1992,Albertville,Skating,Short Track Speed Skating,"VLASOVA, Yulia",EUN,Unified Team,Women,3000M Relay,Bronze
1992,Albertville,Skating,Short Track Speed Skating,"CUTRONE, Angela",CAN,Canada,Women,3000M Relay,Gold
1992,Albertville,Skating,Short Track Speed Skating,"DAIGLE, Sylvie",CAN,Canada,Women,3000M Relay,Gold
1992,Albertville,Skating,Short Track Speed Skating,"LAMBERT, Nathalie",CAN,Canada,Women,3000M Relay,Gold
1992,Albertville,Skating,Short Track Speed Skating,"PERREAULT, Annie",CAN,Canada,Women,3000M Relay,Gold
1992,Albertville,Skating,Short Track Speed Skating,"DOHNAL, Darcie",USA,United States,Women,3000M Relay,Silver
1992,Albertville,Skating,Short Track Speed Skating,"PETERSON, Amy",USA,United States,Women,3000M Relay,Silver
1992,Albertville,Skating,Short Track Speed Skating,"TURNER, Cathy",USA,United States,Women,3000M Relay,Silver
1992,Albertville,Skating,Short Track Speed Skating,"ZIEGELMEYER, Nikki",USA,United States,Women,3000M Relay,Silver
1992,Albertville,Skating,Short Track Speed Skating,"AKASAKA, Yuichi",JPN,Japan,Men,5000M Relay,Bronze
1992,Albertville,Skating,Short Track Speed Skating,"ISHIHARA, Tatsuyoshi",JPN,Japan,Men,5000M Relay,Bronze
1992,Albertville,Skating,Short Track Speed Skating,"KAWAI, Toshinobu",JPN,Japan,Men,5000M Relay,Bronze
1992,Albertville,Skating,Short Track Speed Skating,"KAWASAKI, Tsutomu",JPN,Japan,Men,5000M Relay,Bronze
1992,Albertville,Skating,Short Track Speed Skating,"KIM, Ki-Hoon",KOR,"Korea, South",Men,5000M Relay,Gold
1992,Albertville,Skating,Short Track Speed Skating,"LEE, Jun-Ho",KOR,"Korea, South",Men,5000M Relay,Gold
1992,Albertville,Skating,Short Track Speed Skating,"MO, Ji-Soo",KOR,"Korea, South",Men,5000M Relay,Gold
1992,Albertville,Skating,Short Track Speed Skating,"SONG, Jae-Kun",KOR,"Korea, South",Men,5000M Relay,Gold
1992,Albertville,Skating,Short Track Speed Skating,"BLACKBURN, Frédéric",CAN,Canada,Men,5000M Relay,Silver
